"Electricity consumption, per capita (kWh)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
New Zealand,2395.29123270367,2536.99381282246,2684.77723975809,2983.20357290417,3160.35193580123,3412.97598848659,3576.39106249186,3629.48591536389,3771.97277999275,3952.29816030124,4137.51730697831,4553.38788995931,5132.53408214127,5323.95382815894,5315.50017002354,5656.92928346911,5928.03804601164,5968.40326076653,5983.76688356813,6010.78296756253,6156.96818762519,6303.22670266368,6647.82558048993,7084.58265450736,7307.11882033609,7348.99772289686,7650.01805156727,7769.17346313088,8006.35201976462,8164.84586573267,8273.2971504975,8509.71701790187,8184.91333384143,8551.89256821679,8577.53505355446,8730.4234896901,8721.60716337126,8864.31092324738,9063.64424050793,8789.38158435821,9152.74090375264,9159.98664123273,9205.51018836311,9096.34925355079,9427.26617669262,9399.37873764608,9448.87355193884,9380.97589491738,9245.31460932992
Nicaragua,-,-,-,-,-,-,-,-,-,-,-,268.902241439245,292.323286185217,263.897270333897,314.334622922381,321.589737037046,353.870361998818,378.601275034272,368.774895011972,294.581698612368,315.172174592498,320.600124356675,323.946515818667,347.107013055173,341.928842899317,330.461506438921,319.106986112609,335.252223673757,322.721015374831,297.447257222632,295.133176934566,281.849930428399,272.327907417211,257.502113866457,241.460878060271,248.529914627426,258.572558451778,268.402936324674,265.030682909912,274.889826533453,274.559692807993,276.652621565854,289.549681669247,280.810236327336,313.130131410759,325.578712191909,372.948967609188,385.595870990296,394.840723760532
Nigeria,-,-,-,-,-,-,-,-,-,-,-,30.2896159074278,34.4125399131765,36.9405144923834,34.0171849041466,47.7170502664019,53.718976781963,61.3685550843121,62.6087461028825,60.7928564376086,68.6335217274259,49.4897516612304,81.7514459597793,82.3289206060104,61.8171094455949,81.0348809589462,92.964664396771,91.639554480407,89.224081799833,99.361395006294,88.9434560390528,91.2168149250574,93.1894850452599,104.322116846659,97.5391366206431,93.4794836039444,87.4180362977172,83.2762611806837,78.2743594282803,76.8732134910759,76.0197244780927,77.1781796402439,107.132404114405,104.807130338779,127.551438330586,134.267917230921,115.810552047918,145.703704220457,133.930424684871
Norway,7586.72897843456,8294.7500304726,9269.53045670981,9530.86261707223,10413.2087878237,11265.867575144,11504.5421869189,12095.6185058765,13304.6269595858,13042.674427814,13258.2238755698,13850.9323580933,14281.7319280631,15347.8614749788,16071.8646120276,16074.2603684813,16664.5657590672,16217.2831800515,17000.2489681967,18485.7542890551,18316.5511672647,18977.7213124271,18911.5510815019,20062.5579299841,21437.6657637083,22018.8412344708,21630.4195607158,22264.8114507207,22384.6569641334,22346.1482789741,22825.3862535791,23235.341327108,23190.0630162163,23384.2737369793,23479.5536819075,23808.7343881227,23546.2322788539,23586.7993486578,24693.5851096325,24485.1976563934,24386.2336256789,24850.7968050106,24061.3936177226,22648.4101769329,23594.4931752999,24111.8968587478,23297.0126398341,23913.5018580677,24005.1882878881
Oman,-,-,-,-,-,-,-,-,-,-,-,12.4618424757723,25.3347566491768,44.363509876108,84.8190005597047,139.083484344974,230.057932799625,332.55265879767,364.648564714416,443.821105050134,574.641424445698,697.248536889765,835.630706937792,978.030148424026,1169.14293501817,1392.00138770116,1707.40562022297,1757.03345667998,1885.53035375482,1894.42860130798,2096.29068446576,2072.79383481938,2197.02364442922,2416.53026580569,2474.51328190238,2496.0685032948,2511.83259155433,2582.31340822855,2751.28414850961,2763.56605029504,2808.99644705176,2909.15211589666,2971.64698086798,2989.36107227145,3162.63539964143,2929.98152641456,3507.46454243062,3628.53872058915,4030.41012376716
Pakistan,-,-,-,-,-,-,-,-,-,-,-,79.0465536415479,76.9547673228892,86.3331179494801,91.7575187438847,95.4508942600983,92.8804379181099,95.8552876864654,107.01314906816,123.483056645506,121.438273761978,128.799204959033,138.858470407979,150.323431432647,162.823590853142,177.539901332069,192.740636078387,206.30809901094,231.394949996962,240.038013887216,251.244223718873,268.360997230118,303.990066580933,305.237061838295,315.766235873679,325.833036425399,324.803757171635,328.846513100883,311.520658405767,320.046054583955,332.047033790311,336.789111686841,343.31335230604,368.29107946826,385.298056482908,416.30458810767,438.621994364898,433.703222101447,407.481641254314
Panama,-,-,-,-,-,-,-,-,-,-,-,493.910085138079,538.335321309788,593.177587949572,575.019562383962,595.718907896461,638.71880311223,685.53066613327,677.259621443692,773.566733321044,752.517033367511,778.766313445631,822.716390717501,891.078916323447,857.140796709775,898.821162158354,926.35754406423,972.824201214125,898.083875683013,846.487121975441,858.999840613717,896.971636838633,930.148398569495,982.037974253592,1036.38725298649,1091.3601133076,1113.46124889663,1208.10279349548,1217.11834085661,1260.40300976716,1315.6961119369,1320.46189148729,1351.68723534083,1417.14880970396,1487.87219807796,1522.77302441348,1530.67716514708,1659.37111313924,1662.4644751272
Paraguay,-,-,-,-,-,-,-,-,-,-,-,79.0075684274979,85.7044402212001,101.424757673742,108.938866720333,112.635293267411,126.414862068186,151.476719336678,182.270942882437,210.660132355388,238.999720329829,263.801693460819,260.559558631539,266.311752197904,279.260566917591,291.468732587264,314.681775735834,361.829084793769,411.068019513717,420.086076640616,467.500051935102,495.438977675073,524.63251890913,596.116987013753,664.788576042195,733.636733948332,731.361769086413,758.558462807349,759.425497262425,785.85273299401,798.592939130958,785.437977698134,749.222564874345,715.065162583445,716.448820357633,746.839923350836,789.818377539628,837.090347640453,875.124862206549
Peru,-,-,-,-,-,-,-,-,-,-,-,396.731260364231,414.845309465628,418.045590684515,433.478449952891,442.392918924156,449.442637957686,478.319518847257,470.951828330724,480.954544917682,502.770459346812,529.078988113523,554.57861844735,519.887842165723,556.480715134207,550.362147232358,573.238773038653,594.979586970123,553.842926782061,510.493604192976,547.9930602517,576.278875334486,468.510071287472,518.302794182918,529.208128317063,539.172385352448,578.259113934191,597.52660424092,631.636080386947,644.439376880677,666.909297181856,691.888893223632,722.446318256388,744.052954487906,781.899414053105,814.344897095958,861.665937228459,938.206438506174,1006.94417279383
Philippines,-,-,-,-,-,-,-,-,-,-,-,208.657834386514,230.640467067176,285.206969636282,278.743753836989,279.704896889138,294.143801063537,288.583898021133,288.68567281508,309.115229389141,334.511303080935,292.722923394848,291.820966600042,313.434447250483,305.466719429351,315.602607574073,273.797150045055,287.199890139237,311.436389007196,328.821010649632,329.873111029987,325.144086157359,307.322773100481,309.160782159608,350.845537904995,370.841283410616,398.498900411014,430.509605083322,445.897749896812,437.033573306794,458.485826122643,481.113004511959,465.460706783033,504.936217541263,511.167280022331,514.084082978348,510.583398254565,527.207638936368,531.00005780013
Poland,675.319463348267,741.119994566854,801.374253423642,821.91100341979,881.047726720972,947.027993857661,1037.48163263649,1142.05132057892,1233.50529438084,1320.46318114072,1391.8141536002,1496.67805201141,1614.20498193907,1747.65996929417,1876.8412458026,2034.94221065882,2143.19111852244,2248.64791610379,2334.29258011779,2335.44112039021,2390.16430708222,2230.61387705257,2230.28932011398,2319.82441369924,2393.79410718593,2474.02592750747,2568.51615822463,2667.73252331501,2733.01455732773,2713.2768064813,2525.02143527518,2337.40027075366,2232.99096912417,2250.6278631454,2213.82958976967,2323.9806317211,2457.16983621108,2498.78387240219,2512.86820191474,2485.39907228501,2552.47419864002,2556.27511600162,2525.69817782727,2621.75477081966,2713.44304245324,2734.45247759841,2882.84950393868,2973.93163410551,3061.27481955131
Portugal,304.701444111235,336.892944459208,367.812707598838,396.477272727273,441.844384762949,461.367859040295,513.222523274196,542.226551686257,572.453147267431,627.338860308666,693.829119214524,763.391727889038,829.204628530341,911.042472384539,983.327665607861,985.397967716811,1038.3318613548,1162.00822552936,1256.36347458134,1375.83683580542,1467.26072531653,1468.57739313563,1555.30467714371,1637.91653629272,1686.2263338805,1783.04875968861,1873.48041178467,1960.75967528531,2095.30853895995,2221.57017123701,2373.17101442966,2507.35490612016,2584.45251458548,2607.05404745987,2688.54115724382,2862.1590231148,2993.53333561718,3145.37651326772,3310.77376362712,3513.09570266822,3713.37109409355,3845.68581345874,3975.56008141564,4119.46134501532,4245.09926839662,4384.76323965485,4504.26012576055,4607.12016233267,4529.46623695432
Qatar,-,-,-,-,-,-,-,-,-,-,-,2578.69075194185,3005.22998012049,2954.80385743527,3000.05738207332,3778.73589273948,4067.52010769353,4806.4454053253,6008.05389933245,8281.96071526211,9423.30532431495,10163.7434116648,11008.719223147,10374.2880187091,10368.2639539723,10822.6583477986,10902.917605523,10324.2878741912,9940.56463229322,9624.69760148571,9489.18066698928,8684.87482434181,9206.43435291718,9335.47780283228,9320.60157029424,8131.71712262412,8839.6671787474,8782.76430463814,9911.06751519625,10064.288133284,10325.8012338764,10938.6885297054,11709.557226968,12446.9804125074,13247.8113508432,14051.5247650486,16327.3898384723,18218.0844086774,19620.4957383687
Romania,-,-,-,-,-,-,-,-,-,-,-,1382.19660729065,1516.58391412369,1614.45257753862,1698.59234467558,1880.11272432993,2089.41971392118,2182.75948622157,2268.05582479746,2315.99798521802,2442.14362326388,2745.12414255021,2723.02644224382,2773.74954060691,2870.90094464239,2639.0116572411,2795.8527249813,2753.46999747117,2818.69385504269,2839.32819458393,2372.338535757,1998.90882146632,1816.96738438745,1601.75252974082,1504.2718319621,1602.29216541084,1756.00671694105,1703.53412824082,1625.59394228699,1509.26649272946,1511.90221184192,1618.53315964602,1588.68372940471,1675.92907289379,1734.78074863822,1740.52998890236,1837.03356756807,1839.70516683923,1879.83933824015
Russia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5587.32592655306,5471.71973664674,5097.59253957082,4756.97616801563,4280.3465816335,4164.72768058914,4053.95608985063,3984.29431477481,3914.22053205035,4022.02119685414,4147.9464064818,4233.32786372501,4256.65258898336,4373.48682738312,4484.47588575661,4532.76108295095,4769.45040468589,4924.2867568145,5115.39978309324
Saudi Arabia,-,-,-,-,-,-,-,-,-,-,-,306.538522587998,345.046521141844,407.457359671501,503.585022774458,536.404173872491,724.629733079542,579.915782791546,685.062582093677,1112.33145577812,1271.0353658672,1541.38680839328,1833.70196128328,2035.367549382,2428.62345343121,2536.60279877063,2789.84178287427,3056.14365777242,3186.91783324124,3199.31512838705,3420.75244130711,3595.75398138107,3788.45128104173,3980.3568623116,3903.82176505747,3862.26706288046,3829.03072733594,3909.03802252301,4171.93037012987,4267.5593427043,4276.05202934036,4501.74079481643,4589.3148917639,4949.32777085007,4933.83512551472,5111.18743910073,5392.36387364478,5677.7286035402,6039.84560862118
Senegal,-,-,-,-,-,-,-,-,-,-,-,66.9762088490659,68.2233776218778,73.8419259077802,73.2853814382038,76.1787135650674,80.0065719060037,84.0318845510853,88.8333962303091,92.7184497407298,92.2948117143801,95.3343796971631,86.0627676676291,93.9889999052396,98.1516959532552,92.6534858565081,90.1474184097062,92.328423098199,93.3711892131037,90.094308876474,92.0591076284526,91.1396146280489,97.3944886325338,92.9844522614866,98.5532256247406,97.961669312116,99.3647468405919,105.521546537429,109.778996961864,105.713827196854,90.6775356809035,110.635255809783,132.682120585238,114.041589250909,126.138289900618,145.159194491811,146.600360503577,170.236562596775,148.892258462001
Serbia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3461.05221313754,3174.36511386616,3015.48295677449,2267.76184646486,2319.86667080041,2477.22600619195,2612.98772148793,2679.41106906201,2697.70440433803,2532.28250510745,2698.37534201734,2841.93422632842,2873.96136441473,2775.78821630456,2814.8747962402,2533.91229500752,2589.43986431974,2613.1114231993,2683.608917609
Singapore,-,-,-,-,-,-,-,-,-,-,-,988.866496284727,1193.30154246423,1337.67803921569,1301.24772625348,1425.60792893132,1555.68048663498,1704.60299316217,1965.42849252209,2096.03486469478,2280.53801731638,2318.8184279363,2323.30812721141,2502.6229193649,2703.43849025461,2886.08202416309,3084.84142034254,3435.51589664461,3723.22488747993,3929.36649184922,4254.31819763053,4285.29160688118,4406.4156199347,4636.13668718455,4984.29976963103,5163.69864962434,5383.17779888484,5844.34332927703,6069.17526010826,6335.70792335108,6752.68110781115,6745.01544089308,6962.79652368302,7039.72662661792,7136.04847891301,7305.88899433313,7472.82288881716,7681.57810362334,7701.19371975885
Slovak Republic,-,-,-,-,-,-,-,-,-,-,-,2364.235382883,2482.0328978348,2655.10100614747,2755.45627389419,2733.00148550083,2864.77954772797,3000.04092544787,3049.34865485498,3347.84594919958,3831.37032975309,3851.3484833133,3837.62309869389,3916.7701465115,4005.15561352188,4170.1449199865,4256.11061614622,4373.4759635783,4469.11906482244,4614.09240481083,4449.91892245226,4138.30887551334,3833.88426457432,3799.06964433876,3802.92878331173,4053.62871563942,4370.44404162146,4243.74303595944,3895.70681135297,4216.49276586581,4076.41802707988,4339.9825743647,4207.74084981069,4244.3526759257,4430.90771442484,4207.80437617593,4349.38576855593,4511.6868502297,4540.35009670223
Slovenia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4642.23440018883,4436.45168743873,4237.93637486807,4252.42260963656,4609.94211998185,4665.74583825762,4731.28029932815,4897.45189430168,5018.78907324273,5156.54442831673,5233.82017023143,5441.56912935149,5812.14091793326,5989.83122920813,6238.34288603426,6337.0710915085,6549.79946248086,6602.67290449895,6379.55616122042
South Africa,-,-,-,-,-,-,-,-,-,-,-,1997.39606942816,2139.52301426189,2246.29369382272,2362.99361998914,2472.21110290921,2601.73279356999,2673.02738097537,2755.35078875477,2920.5262063012,3029.37220502354,3080.50363226046,2976.54447078389,2938.68583460159,3110.62739963608,3146.64297275782,3214.44017286355,3236.18126422233,3314.18379690578,3379.32500168235,3371.02378275545,3318.6395085011,3165.63068473429,3302.93286187606,3280.39570854989,3427.49372324458,3524.76636320887,3633.8040039916,3661.72864627374,3596.41162423607,3688.66078640732,3769.25687892626,3970.97392465552,4174.06654135578,4232.67343870329,4353.71533363509,4506.1208912348,4722.78758624176,4605.32500634048
Spain,449.14959723982,497.276029357336,557.291577932272,608.162295098345,675.717626068252,754.206754779588,854.554795509364,943.053758910694,1049.75973050697,1175.44544785147,1287.93940302946,1382.31991197792,1537.42942757402,1694.83902443617,1839.50431623071,1881.67580247577,2021.79466330044,2077.46161146025,2177.97602313598,2304.01593182196,2395.04098338791,2407.77303315426,2403.85664651132,2504.13242441906,2609.58161436395,2668.92179503059,2714.06715732711,2809.48267600724,2923.66714591054,3122.72160291227,3197.43799212666,3260.40373561842,3307.06439924633,3298.37198868556,3451.4059557777,3545.59432639957,3698.3500446653,3990.83831613259,4139.77242252996,4437.2822655311,4710.4293551385,5013.81121320213,5119.15583772743,5418.97664178449,5727.55841421144,6005.37481660928,6349.65015903572,6484.34937275687,6554.80059877922
Sri Lanka,-,-,-,-,-,-,-,-,-,-,-,57.0701289137956,63.6987191793824,65.9959782916837,66.7796889176745,70.9483828107414,72.6691074484023,74.817762280443,81.3595935340993,89.3077722417227,94.5125055863416,100.270412114446,109.363191833746,114.693996616144,118.617015119714,128.669228477484,137.388740223118,137.518425850169,141.707022694619,138.614451420666,151.717863005744,157.696375142646,165.833566269746,181.738323043975,198.481755606211,205.836041080692,200.849122841139,224.976453119222,242.304317154695,254.96806076925,282.92009985147,279.358944098851,291.213627897903,315.367341390798,339.822219006976,361.594154851268,386.723103869799,402.16796554403,397.350898956028
Sudan,-,-,-,-,-,-,-,-,-,-,-,24.8239690952079,26.2429568667411,31.0376869981848,36.0344558411712,37.2511900173816,37.8461110071084,38.7091319455041,40.2049019586256,39.111750878945,34.6264727765308,32.0336141158862,33.3441573505995,30.3491524340582,41.0850863179389,43.7953763901837,48.4963203212824,49.2283842568701,43.3510924609061,40.6453615965659,47.2906940926864,45.2974543440657,45.1412752658853,43.1653362281819,44.5479893175277,43.9437656359962,44.5982128725928,41.7976196994788,40.4198986446548,59.7726846389784,61.4138866300716,51.2836438802892,59.9995314138484,63.347441475819,63.7692589501392,75.260849111089,81.035278607641,86.6967591674722,91.3796979043263
Sweden,3913.59929522438,4277.8986802922,4535.57800292743,4651.3466436482,5097.27498559654,5427.63799880861,5532.13326114908,5922.5717917455,6396.19816038918,6811.57694422879,7091.2173454951,7461.77174597028,7897.59053262422,8506.74442967201,8528.52320183909,8748.77287042912,9391.265559192,9435.08634638802,9745.36949637847,10278.5373661503,10217.3824859307,10485.5307376914,10696.1254975821,11483.9587452461,12301.3462148167,13599.9125573801,13614.5757507482,14181.5435337793,14173.1961467123,14054.1504215909,13995.0298268246,14079.0708587983,13771.0104168351,13815.4726657273,13869.800318021,14033.5622405774,14172.6680516954,14091.8109642591,14204.9025911736,14209.4016132816,14427.8786324171,14800.9028161901,14624.5261969975,14432.762911321,14509.0876190688,14521.7515614144,14509.8599382738,14517.1428691648,14225.1656418535
Switzerland,2965.65867586721,3104.33226415094,3127.28360042358,3192.49024702021,3286.98529981315,3401.25152279993,3447.25148098732,3539.47914893617,3646.28569797782,3796.72320991629,3984.44134035424,4216.55023029836,4301.08336301434,4504.38922544286,4577.75883281734,4514.43781369564,4722.39135188802,4954.48564250912,5127.43700817741,5317.73401313842,5521.86074454025,5633.92679423231,5679.7921963796,5841.62562087828,6075.65997068158,6296.44819669184,6414.41633682619,6556.27468329799,6613.10235568857,6780.98862848227,6871.14580496286,6938.11301163114,6908.02130013993,6761.85356884344,6716.33958954421,6804.6728300517,6817.24643727691,6785.01609658703,6886.78801525251,7199.19065746102,7208.33959091334,7393.51333844054,7310.3044911697,7441.89362796067,7540.2111968983,7656.22734622538,7681.1413763066,7603.69498247506,7747.59824415157
Syria,-,-,-,-,-,-,-,-,-,-,-,167.965646093703,192.538290316977,176.766233309057,207.587873861175,234.009988203164,227.413983495115,222.920588873398,287.855825910383,309.234819868657,351.003070353705,403.784124253635,508.672709424181,588.173068448236,575.143337774007,602.743255351795,591.063584822347,574.602022067898,607.045689590696,655.693498861084,665.36334297895,662.202031388814,662.950000537103,650.237910516766,701.828635840022,688.959508952591,740.611776276384,767.526746208611,810.772412911913,857.544421687142,894.083684688856,964.617689437287,1042.1083779528,1090.01200418071,1155.56932240299,1229.0848063869,1281.65311282381,1298.56807650652,1348.3568047254
Taiwan,-,-,-,-,-,-,-,-,-,-,-,898.978933265123,1024.81073245642,1120.73896718115,1161.34907109743,1281.38425752137,1462.68986926245,1603.24866507368,1814.54135587485,1968.41914240668,2066.5607765885,2006.25518348853,2048.53910544019,2235.584393027,2373.22877411238,2447.30974331919,2713.67802572575,2954.70696103346,3259.9823208699,3525.40771091347,3780.70715865712,4137.13319042598,4384.28395085242,4729.80737633268,5018.14690082779,5300.6723279128,5597.93739049173,5948.00969919234,6370.1079282138,6608.01689502243,7226.26946567363,7283.6451413891,7667.37114181425,8018.83020218555,8395.06511474939,8687.44904601932,8929.81610895982,9178.54413342646,9015.63765977629
Tajikistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3328.51148210436,3153.79839793324,2938.37901517205,2529.8202396359,2482.87481309445,2364.66187157823,2283.63467683087,1975.89111015608,2006.01454850566,2095.7465096067,2060.38509908501,2033.1442032225,2022.51809379979,2013.98415618746,2010.75728126539,2025.62982986264,2005.46554174638,1967.41193066956,1861.47007719712
Tanzania,-,-,-,-,-,-,-,-,-,-,-,29.7871940504888,31.4881454868575,33.0292531258996,33.2941927011857,33.8186099299951,34.5912123698048,34.6831294314829,34.0621479827476,36.4864381262309,36.5542023970005,37.570468658612,35.6336246701963,33.9137480526957,34.589250094652,36.3583699619505,40.7173718849539,41.1521143302071,44.6622658893717,47.088411827642,51.8832258302686,55.2831562463327,54.2467235970584,52.2390166865619,51.1351859241904,55.3536681696561,60.8653765085426,57.0378769903981,60.7402416721477,56.1108937511095,57.8659042202208,59.5708766149448,61.9297926369941,55.3913456557369,64.3295314861198,70.8383697312837,71.2632475579372,81.557135830333,84.6304102631831
Thailand,-,-,-,-,-,-,-,-,-,-,-,113.496454011543,131.808522082089,152.20261263491,156.592715606879,175.111945968963,196.953509799005,224.080740169182,249.440339701591,267.374000777675,277.046954090953,284.1352644323,303.963429779655,334.203465612567,363.901339021199,386.577183519186,418.802004455215,466.419992522445,526.383785819039,603.186604911915,694.803976221631,776.090894016888,870.238273198935,980.635148158334,1075.56527031432,1210.37897574679,1299.0064243191,1369.11967460443,1322.16452337196,1326.90089259194,1421.65640397752,1480.82999468592,1595.22717431573,1690.79384099081,1805.4623171293,1889.06867504129,1977.88722342378,2047.1148186496,2068.52281282277
Togo,-,-,-,-,-,-,-,-,-,-,-,69.6751978543901,67.1212453515961,60.8429991340938,78.5005744836381,81.2436389510838,76.274704455459,115.676228957862,130.778887200024,83.4605781703116,68.9258092791295,73.9628749712418,81.6854730004367,74.1403242014735,84.6279490617331,85.7797232808515,84.7673096215919,89.1017936355359,88.7405997784944,93.6435339848608,97.8830368410526,90.486839154663,99.2826412328258,75.6977391114846,85.8736497998864,107.443831614878,108.968001400696,109.719368000574,110.687637114046,117.642557555919,99.1337566099386,103.049918596956,100.070687819973,106.969575272303,111.335808285699,113.353922256537,112.298721394661,106.305477833421,108.747264098884
Trinidad and Tobago,-,-,-,-,-,-,-,-,-,-,-,607.427290831474,708.700870283911,822.661776264082,858.132020044928,843.307853268993,912.565845635744,1053.1159210363,1157.92391857338,1456.88909971511,1572.02025101947,1788.24670822155,2201.06447143206,2316.73306772908,2286.52116694164,2235.5747016555,2434.4701807775,2569.0072322166,2477.9324461445,2411.49186497076,2589.24775943524,2596.8744826684,2829.00256744073,2850.40612041586,2978.14598953419,3129.46623935202,3434.06751464048,3781.54007421134,3951.86888874353,4053.60078196157,4296.05379698159,4471.1019017003,4505.12722447705,5376.27881362599,5368.94981212057,5964.42821184932,5996.33923226895,6948.9549388231,7221.31629248992
Tunisia,-,-,-,-,-,-,-,-,-,-,-,145.863941130827,164.826278158962,180.452964157507,192.604109431998,200.773654681672,222.933868824469,254.497837740532,281.980423976603,330.926144622455,375.813597099446,395.486835852695,352.746202980711,389.872333229833,390.214048796511,476.836931559185,498.849835182532,521.907845409487,552.214822684687,572.31289400743,600.553540532506,613.993948436181,648.943497753218,672.437709040551,717.087996293372,733.249936055574,743.66230935551,781.689497316249,822.794106384572,910.738558190192,939.020179811071,993.624293693266,1020.18498194835,1055.67897131908,1100.27879874747,1105.7130540883,1154.60423739958,1190.25040486921,1255.94237117634
Turkey,75.9959119856377,80.1040448672779,93.1393375909888,101.790829074266,111.012386861637,122.77364032946,133.937820336389,146.264197846496,160.457346706295,179.534011409545,192.772719973739,213.92608040839,241.742259138671,257.789584629862,270.314506296607,314.491918267148,369.114183664678,404.963613248768,418.158840689077,425.922491715544,433.204129217384,458.152513207564,478.801122555613,486.894339553309,537.485942721534,561.825208204709,595.160691021518,664.002221351173,704.437510067637,749.875558759727,801.647256239463,823.350099986112,889.379055147322,958.517284269827,979.989443823856,1064.64791015324,1149.93206433168,1264.04943518352,1343.30449513872,1376.45225254468,1460.25749315745,1433.69626900003,1508.71925578729,1620.6831023745,1736.57609718176,1847.015832589,2008.4860447697,2147.57459314818,2217.83933460826
Turkmenistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2293.47293098352,2215.44485465787,1431.7527434607,1547.65934438032,1254.57032789626,1218.89377322953,1121.28767383881,912.968641245632,1203.83283251621,1085.46404370845,1290.99242453082,1339.51398187887,1326.75809128799,1315.27013466947,1426.07590235914,1506.50658177845,1575.36303173558,1686.15982206515,1673.25051599967
Ukraine,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3982.17621675914,3883.29352543589,3684.47419599978,3354.67362184274,2909.81783065061,2800.55620340592,2543.03968982448,2465.2279056356,2367.38330265779,2325.7248032296,2316.20245317666,2220.92904248265,2260.11414748622,2395.60764980452,2537.75846799809,2619.88583086517,2775.98096552199,2908.42385749356,2921.38784321245
United Arab Emirates,-,-,-,-,-,-,-,-,-,-,-,621.346239275898,1222.25222626923,1620.37865062593,1829.45492495951,2304.4078603673,2856.59153577705,3803.67778700898,4253.81150993405,4968.99524908375,5548.41752100651,5771.89836743745,6518.9352411115,6782.48900817491,6733.01742063354,6726.38708358516,6581.42178877882,6759.10920424098,7101.11111654785,7079.60815574233,7355.77266053992,7283.26190442882,7663.70020943384,8720.9069391175,9336.40441294894,9873.71968001764,10316.1975413846,11313.9221369617,13363.6883213408,15346.8981515048,15985.8041587014,15955.7845530144,17216.5854875063,17879.3760428329,18658.5028101184,21021.9432961456,22773.0322090834,25566.4981763937,26134.6366243257
United Kingdom,2095.84804704804,2224.21531122768,2430.01399572168,2637.24851207459,2748.98984867848,2936.75667194112,3025.15874531047,3098.61256354737,3315.93345057413,3532.39677430988,3684.31635066149,3746.03700001789,3862.88959931525,4147.21496424124,4031.83331139727,3995.09771271013,4062.55726826317,4141.10020078677,4214.42484768636,4386.93164117522,4161.91674823312,4077.50594780159,3990.01840833243,4036.29601411059,4077.4769419301,4249.91674072734,4370.70460449332,4499.13740535983,4641.01791574725,4717.82228783546,4774.14523676643,4874.62827764038,4864.99786637654,4931.89201804955,4884.089836485,5045.27058717372,5278.55242757754,5292.65758796561,5348.20589497343,5444.15617003737,5535.37692019088,5572.06664011866,5565.80673850474,5595.79813263903,5624.75573474266,5733.45486492822,5681.63315959885,5617.74563144234,5605.53909240352
United States,3808.71218956003,3931.22123566206,4171.48270057575,4402.56359581911,4670.20662987456,4910.74105906754,5266.51556776557,5531.61268569588,5994.92063017548,6484.38905253186,6572.50133214989,6935.0632951782,7419.82829668026,7869.61913717681,7806.42608648891,7851.99627972015,8254.40363473754,8567.50430495961,8776.70812570479,8882.25880189287,8896.12725166684,9026.19701717344,8660.28093590691,8849.57058149731,9333.54746976551,9449.64006798395,9453.57694049204,9788.93805873904,10173.8520917196,10372.6777783044,10530.6404608282,10940.8605542074,10805.8169480821,11041.2566855494,11223.9549517654,11414.1610137845,11601.4732967102,11632.9298325583,11886.0446403098,12067.8674619236,12396.7906585904,12127.7031895495,12301.6230550666,12290.1729012138,12358.6313939039,12568.1464588055,12476.8413915478,12706.6291915765,12553.9731019715
Uruguay,-,-,-,-,-,-,-,-,-,-,-,679.517714174099,679.741461997522,653.937310236176,652.993112215327,704.957368839243,745.20323518882,786.285329491356,854.974519769025,874.816791394261,946.108948710054,1006.09151162145,997.133747935424,1016.81170165883,1018.54491677026,1043.31221599125,1085.10822204772,1142.02007583855,1224.24329268054,1174.31110563493,1219.90922520726,1335.140751266,1344.04878349277,1443.04134586456,1475.80289802791,1554.97420401608,1607.31521671999,1711.39509224791,1791.27009336491,1876.41547783843,1932.42947691189,1917.6265724265,1832.87348966797,1766.04689606063,1843.68665085724,1896.75579053374,1932.49562637022,2066.50918231667,2242.40514814163
Uzbekistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2081.82578872757,2034.17926538132,1863.48701523809,1782.14495118283,1701.33670485427,1659.59131329008,1657.89895712293,1650.53639771565,1618.01964996442,1578.88673629046,1606.63801393136,1576.14925487767,1590.87812082888,1568.19668360516,1559.93053574014,1511.52692533796,1538.29983842318,1453.67825460702,1441.72563608038
